endpoint,clarification,database,matched_type,matched_count
AD_index_CoMPARA_Ago,Applicability-domain distance index for CoMPARA_Ago (lower = closer to training domain),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
AD_index_CoMPARA_Ago,Applicability-domain distance index for CoMPARA_Ago (lower = closer to training domain),ToxValDB (local SQLite),in vitro microbiological,35
AD_index_CoMPARA_Ago,Applicability-domain distance index for CoMPARA_Ago (lower = closer to training domain),ToxValDB (local SQLite),developmental toxicity,25
AD_index_CoMPARA_Ago,Applicability-domain distance index for CoMPARA_Ago (lower = closer to training domain),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
AD_index_CoMPARA_Anta,Applicability-domain distance index for CoMPARA_Anta (lower = closer to training domain),ToxValDB (local SQLite),reproduction developmental,32156
AD_index_CoMPARA_Anta,Applicability-domain distance index for CoMPARA_Anta (lower = closer to training domain),ToxValDB (local SQLite),developmental,9676
AD_index_CoMPARA_Anta,Applicability-domain distance index for CoMPARA_Anta (lower = closer to training domain),ToxValDB (local SQLite),uterotrophic,771
AD_index_CoMPARA_Anta,Applicability-domain distance index for CoMPARA_Anta (lower = closer to training domain),ToxValDB (local SQLite),in vitro,618
AD_index_CoMPARA_Anta,Applicability-domain distance index for CoMPARA_Anta (lower = closer to training domain),ToxValDB (local SQLite),hershberger,526
AD_index_CoMPARA_Anta,Applicability-domain distance index for CoMPARA_Anta (lower = closer to training domain),ToxValDB (local SQLite),reproductive,194
AD_index_CoMPARA_Anta,Applicability-domain distance index for CoMPARA_Anta (lower = closer to training domain),ToxValDB (local SQLite),two generation reproductive toxicity,86
AD_index_CoMPARA_Anta,Applicability-domain distance index for CoMPARA_Anta (lower = closer to training domain),ToxValDB (local SQLite),one generation reproductive toxicity,73
AD_index_CoMPARA_Anta,Applicability-domain distance index for CoMPARA_Anta (lower = closer to training domain),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
AD_index_CoMPARA_Anta,Applicability-domain distance index for CoMPARA_Anta (lower = closer to training domain),ToxValDB (local SQLite),in vitro microbiological,35
AD_index_CoMPARA_Anta,Applicability-domain distance index for CoMPARA_Anta (lower = closer to training domain),ToxValDB (local SQLite),developmental toxicity,25
AD_index_CoMPARA_Anta,Applicability-domain distance index for CoMPARA_Anta (lower = closer to training domain),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
AD_index_CoMPARA_Bind,Applicability-domain distance index for CoMPARA_Bind (lower = closer to training domain),ToxValDB (local SQLite),reproduction developmental,32156
AD_index_CoMPARA_Bind,Applicability-domain distance index for CoMPARA_Bind (lower = closer to training domain),ToxValDB (local SQLite),developmental,9676
AD_index_CoMPARA_Bind,Applicability-domain distance index for CoMPARA_Bind (lower = closer to training domain),ToxValDB (local SQLite),uterotrophic,771
AD_index_CoMPARA_Bind,Applicability-domain distance index for CoMPARA_Bind (lower = closer to training domain),ToxValDB (local SQLite),in vitro,618
AD_index_CoMPARA_Bind,Applicability-domain distance index for CoMPARA_Bind (lower = closer to training domain),ToxValDB (local SQLite),hershberger,526
AD_index_CoMPARA_Bind,Applicability-domain distance index for CoMPARA_Bind (lower = closer to training domain),ToxValDB (local SQLite),reproductive,194
AD_index_CoMPARA_Bind,Applicability-domain distance index for CoMPARA_Bind (lower = closer to training domain),ToxValDB (local SQLite),two generation reproductive toxicity,86
AD_index_CoMPARA_Bind,Applicability-domain distance index for CoMPARA_Bind (lower = closer to training domain),ToxValDB (local SQLite),one generation reproductive toxicity,73
AD_index_CoMPARA_Bind,Applicability-domain distance index for CoMPARA_Bind (lower = closer to training domain),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
AD_index_CoMPARA_Bind,Applicability-domain distance index for CoMPARA_Bind (lower = closer to training domain),ToxValDB (local SQLite),in vitro microbiological,35
AD_index_CoMPARA_Bind,Applicability-domain distance index for CoMPARA_Bind (lower = closer to training domain),ToxValDB (local SQLite),developmental toxicity,25
AD_index_CoMPARA_Bind,Applicability-domain distance index for CoMPARA_Bind (lower = closer to training domain),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
AD_index_FUB,Applicability-domain distance index for FUB (lower = closer to training domain),ToxValDB (local SQLite),in vitro,618
AD_index_FUB,Applicability-domain distance index for FUB (lower = closer to training domain),ToxValDB (local SQLite),clinical,154
AD_index_FUB,Applicability-domain distance index for FUB (lower = closer to training domain),ToxValDB (local SQLite),occupational,75
AD_index_FUB,Applicability-domain distance index for FUB (lower = closer to training domain),ToxValDB (local SQLite),in vitro microbiological,35
AD_index_FUB,Applicability-domain distance index for FUB (lower = closer to training domain),ToxValDB (local SQLite),clinical (double blind),5
AD_index_ReadyBiodeg,Applicability-domain distance index for ReadyBiodeg (lower = closer to training domain),ToxValDB (local SQLite),chronic,23305
AD_index_ReadyBiodeg,Applicability-domain distance index for ReadyBiodeg (lower = closer to training domain),ToxValDB (local SQLite),subchronic,17813
AD_index_ReadyBiodeg,Applicability-domain distance index for ReadyBiodeg (lower = closer to training domain),ToxValDB (local SQLite),short term,16262
AD_index_ReadyBiodeg,Applicability-domain distance index for ReadyBiodeg (lower = closer to training domain),ToxValDB (local SQLite),chronic long term,1756
AD_index_ReadyBiodeg,Applicability-domain distance index for ReadyBiodeg (lower = closer to training domain),ToxValDB (local SQLite),short term repeated dose toxicity,71
AD_index_ReadyBiodeg,Applicability-domain distance index for ReadyBiodeg (lower = closer to training domain),ToxValDB (local SQLite),sub chronic toxicity,42
AD_index_ReadyBiodeg,Applicability-domain distance index for ReadyBiodeg (lower = closer to training domain),ToxValDB (local SQLite),subchronic prospective supplementation trial,12
AD_index_ReadyBiodeg,Applicability-domain distance index for ReadyBiodeg (lower = closer to training domain),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
AD_index_ReadyBiodeg,Applicability-domain distance index for ReadyBiodeg (lower = closer to training domain),ToxValDB (local SQLite),chronic dietary,9
AD_index_ReadyBiodeg,Applicability-domain distance index for ReadyBiodeg (lower = closer to training domain),ToxValDB (local SQLite),chronic toxicity,8
AD_index_ReadyBiodeg,Applicability-domain distance index for ReadyBiodeg (lower = closer to training domain),ToxValDB (local SQLite),epidemiological (chronic),5
AD_index_ReadyBiodeg,Applicability-domain distance index for ReadyBiodeg (lower = closer to training domain),ToxValDB (local SQLite),case report of chronic self intoxication,5
BioDeg_LogHalfLife_pred,QSAR prediction for BioDeg_LogHalfLife (OPERA model output),ToxValDB (local SQLite),chronic,23305
BioDeg_LogHalfLife_pred,QSAR prediction for BioDeg_LogHalfLife (OPERA model output),ToxValDB (local SQLite),subchronic,17813
BioDeg_LogHalfLife_pred,QSAR prediction for BioDeg_LogHalfLife (OPERA model output),ToxValDB (local SQLite),short term,16262
BioDeg_LogHalfLife_pred,QSAR prediction for BioDeg_LogHalfLife (OPERA model output),ToxValDB (local SQLite),chronic long term,1756
BioDeg_LogHalfLife_pred,QSAR prediction for BioDeg_LogHalfLife (OPERA model output),ToxValDB (local SQLite),short term repeated dose toxicity,71
BioDeg_LogHalfLife_pred,QSAR prediction for BioDeg_LogHalfLife (OPERA model output),ToxValDB (local SQLite),sub chronic toxicity,42
BioDeg_LogHalfLife_pred,QSAR prediction for BioDeg_LogHalfLife (OPERA model output),ToxValDB (local SQLite),subchronic prospective supplementation trial,12
BioDeg_LogHalfLife_pred,QSAR prediction for BioDeg_LogHalfLife (OPERA model output),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
BioDeg_LogHalfLife_pred,QSAR prediction for BioDeg_LogHalfLife (OPERA model output),ToxValDB (local SQLite),chronic dietary,9
BioDeg_LogHalfLife_pred,QSAR prediction for BioDeg_LogHalfLife (OPERA model output),ToxValDB (local SQLite),chronic toxicity,8
BioDeg_LogHalfLife_pred,QSAR prediction for BioDeg_LogHalfLife (OPERA model output),ToxValDB (local SQLite),epidemiological (chronic),5
BioDeg_LogHalfLife_pred,QSAR prediction for BioDeg_LogHalfLife (OPERA model output),ToxValDB (local SQLite),case report of chronic self intoxication,5
BioDeg_predRange,Numeric interval or uncertainty range paired with BioDeg_pred (OPERA),ToxValDB (local SQLite),chronic,23305
BioDeg_predRange,Numeric interval or uncertainty range paired with BioDeg_pred (OPERA),ToxValDB (local SQLite),subchronic,17813
BioDeg_predRange,Numeric interval or uncertainty range paired with BioDeg_pred (OPERA),ToxValDB (local SQLite),short term,16262
BioDeg_predRange,Numeric interval or uncertainty range paired with BioDeg_pred (OPERA),ToxValDB (local SQLite),chronic long term,1756
BioDeg_predRange,Numeric interval or uncertainty range paired with BioDeg_pred (OPERA),ToxValDB (local SQLite),short term repeated dose toxicity,71
BioDeg_predRange,Numeric interval or uncertainty range paired with BioDeg_pred (OPERA),ToxValDB (local SQLite),sub chronic toxicity,42
BioDeg_predRange,Numeric interval or uncertainty range paired with BioDeg_pred (OPERA),ToxValDB (local SQLite),subchronic prospective supplementation trial,12
BioDeg_predRange,Numeric interval or uncertainty range paired with BioDeg_pred (OPERA),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
BioDeg_predRange,Numeric interval or uncertainty range paired with BioDeg_pred (OPERA),ToxValDB (local SQLite),chronic dietary,9
BioDeg_predRange,Numeric interval or uncertainty range paired with BioDeg_pred (OPERA),ToxValDB (local SQLite),chronic toxicity,8
BioDeg_predRange,Numeric interval or uncertainty range paired with BioDeg_pred (OPERA),ToxValDB (local SQLite),epidemiological (chronic),5
BioDeg_predRange,Numeric interval or uncertainty range paired with BioDeg_pred (OPERA),ToxValDB (local SQLite),case report of chronic self intoxication,5
CACO2_pred,QSAR prediction for CACO2 (OPERA model output),ToxValDB (local SQLite),in vitro,618
CACO2_pred,QSAR prediction for CACO2 (OPERA model output),ToxValDB (local SQLite),clinical,154
CACO2_pred,QSAR prediction for CACO2 (OPERA model output),ToxValDB (local SQLite),occupational,75
CACO2_pred,QSAR prediction for CACO2 (OPERA model output),ToxValDB (local SQLite),in vitro microbiological,35
CACO2_pred,QSAR prediction for CACO2 (OPERA model output),ToxValDB (local SQLite),clinical (double blind),5
CACO2_predRange,Numeric interval or uncertainty range paired with CACO2_pred (OPERA),ToxValDB (local SQLite),in vitro,618
CACO2_predRange,Numeric interval or uncertainty range paired with CACO2_pred (OPERA),ToxValDB (local SQLite),clinical,154
CACO2_predRange,Numeric interval or uncertainty range paired with CACO2_pred (OPERA),ToxValDB (local SQLite),occupational,75
CACO2_predRange,Numeric interval or uncertainty range paired with CACO2_pred (OPERA),ToxValDB (local SQLite),in vitro microbiological,35
CACO2_predRange,Numeric interval or uncertainty range paired with CACO2_pred (OPERA),ToxValDB (local SQLite),clinical (double blind),5
CATMoS_EPA_pred,CATMoS EPA acute toxicity category,ToxValDB (local SQLite),acute,69869
CATMoS_EPA_pred,CATMoS EPA acute toxicity category,ToxValDB (local SQLite),acute exposure guidelines,13475
CATMoS_EPA_pred,CATMoS EPA acute toxicity category,ToxValDB (local SQLite),toxicity value,13018
CATMoS_EPA_pred,CATMoS EPA acute toxicity category,ToxValDB (local SQLite),two generation reproductive toxicity,86
CATMoS_EPA_pred,CATMoS EPA acute toxicity category,ToxValDB (local SQLite),one generation reproductive toxicity,73
CATMoS_EPA_pred,CATMoS EPA acute toxicity category,ToxValDB (local SQLite),short term repeated dose toxicity,71
CATMoS_EPA_pred,CATMoS EPA acute toxicity category,ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
CATMoS_EPA_pred,CATMoS EPA acute toxicity category,ToxValDB (local SQLite),sub chronic toxicity,42
CATMoS_EPA_pred,CATMoS EPA acute toxicity category,ToxValDB (local SQLite),developmental toxicity,25
CATMoS_EPA_pred,CATMoS EPA acute toxicity category,ToxValDB (local SQLite),neurotoxicity,18
CATMoS_EPA_pred,CATMoS EPA acute toxicity category,ToxValDB (local SQLite),toxicity,8
CATMoS_EPA_pred,CATMoS EPA acute toxicity category,ToxValDB (local SQLite),chronic toxicity,8
CATMoS_GHS_pred,CATMoS GHS acute toxicity category,ToxValDB (local SQLite),acute,69869
CATMoS_GHS_pred,CATMoS GHS acute toxicity category,ToxValDB (local SQLite),acute exposure guidelines,13475
CATMoS_GHS_pred,CATMoS GHS acute toxicity category,ToxValDB (local SQLite),toxicity value,13018
CATMoS_GHS_pred,CATMoS GHS acute toxicity category,ToxValDB (local SQLite),two generation reproductive toxicity,86
CATMoS_GHS_pred,CATMoS GHS acute toxicity category,ToxValDB (local SQLite),one generation reproductive toxicity,73
CATMoS_GHS_pred,CATMoS GHS acute toxicity category,ToxValDB (local SQLite),short term repeated dose toxicity,71
CATMoS_GHS_pred,CATMoS GHS acute toxicity category,ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
CATMoS_GHS_pred,CATMoS GHS acute toxicity category,ToxValDB (local SQLite),sub chronic toxicity,42
CATMoS_GHS_pred,CATMoS GHS acute toxicity category,ToxValDB (local SQLite),developmental toxicity,25
CATMoS_GHS_pred,CATMoS GHS acute toxicity category,ToxValDB (local SQLite),neurotoxicity,18
CATMoS_GHS_pred,CATMoS GHS acute toxicity category,ToxValDB (local SQLite),toxicity,8
CATMoS_GHS_pred,CATMoS GHS acute toxicity category,ToxValDB (local SQLite),chronic toxicity,8
CATMoS_LD50_pred,CATMoS acute oral LD50 (mg/kg),ToxValDB (local SQLite),acute,69869
CATMoS_LD50_pred,CATMoS acute oral LD50 (mg/kg),ToxValDB (local SQLite),acute exposure guidelines,13475
CATMoS_LD50_pred,CATMoS acute oral LD50 (mg/kg),ToxValDB (local SQLite),toxicity value,13018
CATMoS_LD50_pred,CATMoS acute oral LD50 (mg/kg),ToxValDB (local SQLite),two generation reproductive toxicity,86
CATMoS_LD50_pred,CATMoS acute oral LD50 (mg/kg),ToxValDB (local SQLite),one generation reproductive toxicity,73
CATMoS_LD50_pred,CATMoS acute oral LD50 (mg/kg),ToxValDB (local SQLite),short term repeated dose toxicity,71
CATMoS_LD50_pred,CATMoS acute oral LD50 (mg/kg),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
CATMoS_LD50_pred,CATMoS acute oral LD50 (mg/kg),ToxValDB (local SQLite),sub chronic toxicity,42
CATMoS_LD50_pred,CATMoS acute oral LD50 (mg/kg),ToxValDB (local SQLite),developmental toxicity,25
CATMoS_LD50_pred,CATMoS acute oral LD50 (mg/kg),ToxValDB (local SQLite),neurotoxicity,18
CATMoS_LD50_pred,CATMoS acute oral LD50 (mg/kg),ToxValDB (local SQLite),toxicity,8
CATMoS_LD50_pred,CATMoS acute oral LD50 (mg/kg),ToxValDB (local SQLite),chronic toxicity,8
CATMoS_LD50_predRange,Numeric interval or uncertainty range paired with CATMoS_LD50_pred (OPERA),ToxValDB (local SQLite),acute,69869
CATMoS_LD50_predRange,Numeric interval or uncertainty range paired with CATMoS_LD50_pred (OPERA),ToxValDB (local SQLite),acute exposure guidelines,13475
CATMoS_LD50_predRange,Numeric interval or uncertainty range paired with CATMoS_LD50_pred (OPERA),ToxValDB (local SQLite),toxicity value,13018
CATMoS_LD50_predRange,Numeric interval or uncertainty range paired with CATMoS_LD50_pred (OPERA),ToxValDB (local SQLite),two generation reproductive toxicity,86
CATMoS_LD50_predRange,Numeric interval or uncertainty range paired with CATMoS_LD50_pred (OPERA),ToxValDB (local SQLite),one generation reproductive toxicity,73
CATMoS_LD50_predRange,Numeric interval or uncertainty range paired with CATMoS_LD50_pred (OPERA),ToxValDB (local SQLite),short term repeated dose toxicity,71
CATMoS_LD50_predRange,Numeric interval or uncertainty range paired with CATMoS_LD50_pred (OPERA),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
CATMoS_LD50_predRange,Numeric interval or uncertainty range paired with CATMoS_LD50_pred (OPERA),ToxValDB (local SQLite),sub chronic toxicity,42
CATMoS_LD50_predRange,Numeric interval or uncertainty range paired with CATMoS_LD50_pred (OPERA),ToxValDB (local SQLite),developmental toxicity,25
CATMoS_LD50_predRange,Numeric interval or uncertainty range paired with CATMoS_LD50_pred (OPERA),ToxValDB (local SQLite),neurotoxicity,18
CATMoS_LD50_predRange,Numeric interval or uncertainty range paired with CATMoS_LD50_pred (OPERA),ToxValDB (local SQLite),toxicity,8
CATMoS_LD50_predRange,Numeric interval or uncertainty range paired with CATMoS_LD50_pred (OPERA),ToxValDB (local SQLite),chronic toxicity,8
CATMoS_NT_pred,QSAR prediction for CATMoS_NT (OPERA model output),ToxValDB (local SQLite),acute,69869
CATMoS_NT_pred,QSAR prediction for CATMoS_NT (OPERA model output),ToxValDB (local SQLite),acute exposure guidelines,13475
CATMoS_NT_pred,QSAR prediction for CATMoS_NT (OPERA model output),ToxValDB (local SQLite),toxicity value,13018
CATMoS_NT_pred,QSAR prediction for CATMoS_NT (OPERA model output),ToxValDB (local SQLite),two generation reproductive toxicity,86
CATMoS_NT_pred,QSAR prediction for CATMoS_NT (OPERA model output),ToxValDB (local SQLite),one generation reproductive toxicity,73
CATMoS_NT_pred,QSAR prediction for CATMoS_NT (OPERA model output),ToxValDB (local SQLite),short term repeated dose toxicity,71
CATMoS_NT_pred,QSAR prediction for CATMoS_NT (OPERA model output),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
CATMoS_NT_pred,QSAR prediction for CATMoS_NT (OPERA model output),ToxValDB (local SQLite),sub chronic toxicity,42
CATMoS_NT_pred,QSAR prediction for CATMoS_NT (OPERA model output),ToxValDB (local SQLite),developmental toxicity,25
CATMoS_NT_pred,QSAR prediction for CATMoS_NT (OPERA model output),ToxValDB (local SQLite),neurotoxicity,18
CATMoS_NT_pred,QSAR prediction for CATMoS_NT (OPERA model output),ToxValDB (local SQLite),toxicity,8
CATMoS_NT_pred,QSAR prediction for CATMoS_NT (OPERA model output),ToxValDB (local SQLite),chronic toxicity,8
CATMoS_VT_pred,QSAR prediction for CATMoS_VT (OPERA model output),ToxValDB (local SQLite),acute,69869
CATMoS_VT_pred,QSAR prediction for CATMoS_VT (OPERA model output),ToxValDB (local SQLite),acute exposure guidelines,13475
CATMoS_VT_pred,QSAR prediction for CATMoS_VT (OPERA model output),ToxValDB (local SQLite),toxicity value,13018
CATMoS_VT_pred,QSAR prediction for CATMoS_VT (OPERA model output),ToxValDB (local SQLite),two generation reproductive toxicity,86
CATMoS_VT_pred,QSAR prediction for CATMoS_VT (OPERA model output),ToxValDB (local SQLite),one generation reproductive toxicity,73
CATMoS_VT_pred,QSAR prediction for CATMoS_VT (OPERA model output),ToxValDB (local SQLite),short term repeated dose toxicity,71
CATMoS_VT_pred,QSAR prediction for CATMoS_VT (OPERA model output),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
CATMoS_VT_pred,QSAR prediction for CATMoS_VT (OPERA model output),ToxValDB (local SQLite),sub chronic toxicity,42
CATMoS_VT_pred,QSAR prediction for CATMoS_VT (OPERA model output),ToxValDB (local SQLite),developmental toxicity,25
CATMoS_VT_pred,QSAR prediction for CATMoS_VT (OPERA model output),ToxValDB (local SQLite),neurotoxicity,18
CATMoS_VT_pred,QSAR prediction for CATMoS_VT (OPERA model output),ToxValDB (local SQLite),toxicity,8
CATMoS_VT_pred,QSAR prediction for CATMoS_VT (OPERA model output),ToxValDB (local SQLite),chronic toxicity,8
CERAPP_Ago_pred,QSAR prediction for CERAPP_Ago (OPERA model output),ToxValDB (local SQLite),reproduction developmental,32156
CERAPP_Ago_pred,QSAR prediction for CERAPP_Ago (OPERA model output),ToxValDB (local SQLite),developmental,9676
CERAPP_Ago_pred,QSAR prediction for CERAPP_Ago (OPERA model output),ToxValDB (local SQLite),uterotrophic,771
CERAPP_Ago_pred,QSAR prediction for CERAPP_Ago (OPERA model output),ToxValDB (local SQLite),in vitro,618
CERAPP_Ago_pred,QSAR prediction for CERAPP_Ago (OPERA model output),ToxValDB (local SQLite),hershberger,526
CERAPP_Ago_pred,QSAR prediction for CERAPP_Ago (OPERA model output),ToxValDB (local SQLite),reproductive,194
CERAPP_Ago_pred,QSAR prediction for CERAPP_Ago (OPERA model output),ToxValDB (local SQLite),two generation reproductive toxicity,86
CERAPP_Ago_pred,QSAR prediction for CERAPP_Ago (OPERA model output),ToxValDB (local SQLite),one generation reproductive toxicity,73
CERAPP_Ago_pred,QSAR prediction for CERAPP_Ago (OPERA model output),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
CERAPP_Ago_pred,QSAR prediction for CERAPP_Ago (OPERA model output),ToxValDB (local SQLite),in vitro microbiological,35
CERAPP_Ago_pred,QSAR prediction for CERAPP_Ago (OPERA model output),ToxValDB (local SQLite),developmental toxicity,25
CERAPP_Ago_pred,QSAR prediction for CERAPP_Ago (OPERA model output),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
CERAPP_Anta_pred,QSAR prediction for CERAPP_Anta (OPERA model output),ToxValDB (local SQLite),reproduction developmental,32156
CERAPP_Anta_pred,QSAR prediction for CERAPP_Anta (OPERA model output),ToxValDB (local SQLite),developmental,9676
CERAPP_Anta_pred,QSAR prediction for CERAPP_Anta (OPERA model output),ToxValDB (local SQLite),uterotrophic,771
CERAPP_Anta_pred,QSAR prediction for CERAPP_Anta (OPERA model output),ToxValDB (local SQLite),in vitro,618
CERAPP_Anta_pred,QSAR prediction for CERAPP_Anta (OPERA model output),ToxValDB (local SQLite),hershberger,526
CERAPP_Anta_pred,QSAR prediction for CERAPP_Anta (OPERA model output),ToxValDB (local SQLite),reproductive,194
CERAPP_Anta_pred,QSAR prediction for CERAPP_Anta (OPERA model output),ToxValDB (local SQLite),two generation reproductive toxicity,86
CERAPP_Anta_pred,QSAR prediction for CERAPP_Anta (OPERA model output),ToxValDB (local SQLite),one generation reproductive toxicity,73
CERAPP_Anta_pred,QSAR prediction for CERAPP_Anta (OPERA model output),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
CERAPP_Anta_pred,QSAR prediction for CERAPP_Anta (OPERA model output),ToxValDB (local SQLite),in vitro microbiological,35
CERAPP_Anta_pred,QSAR prediction for CERAPP_Anta (OPERA model output),ToxValDB (local SQLite),developmental toxicity,25
CERAPP_Anta_pred,QSAR prediction for CERAPP_Anta (OPERA model output),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
CERAPP_Bind_pred,CERAPP estrogen receptor binding,ToxValDB (local SQLite),reproduction developmental,32156
CERAPP_Bind_pred,CERAPP estrogen receptor binding,ToxValDB (local SQLite),developmental,9676
CERAPP_Bind_pred,CERAPP estrogen receptor binding,ToxValDB (local SQLite),uterotrophic,771
CERAPP_Bind_pred,CERAPP estrogen receptor binding,ToxValDB (local SQLite),in vitro,618
CERAPP_Bind_pred,CERAPP estrogen receptor binding,ToxValDB (local SQLite),hershberger,526
CERAPP_Bind_pred,CERAPP estrogen receptor binding,ToxValDB (local SQLite),reproductive,194
CERAPP_Bind_pred,CERAPP estrogen receptor binding,ToxValDB (local SQLite),two generation reproductive toxicity,86
CERAPP_Bind_pred,CERAPP estrogen receptor binding,ToxValDB (local SQLite),one generation reproductive toxicity,73
CERAPP_Bind_pred,CERAPP estrogen receptor binding,ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
CERAPP_Bind_pred,CERAPP estrogen receptor binding,ToxValDB (local SQLite),in vitro microbiological,35
CERAPP_Bind_pred,CERAPP estrogen receptor binding,ToxValDB (local SQLite),developmental toxicity,25
CERAPP_Bind_pred,CERAPP estrogen receptor binding,ToxValDB (local SQLite),"subchronic, developmental reproductive",10
Clint_pred,QSAR prediction for Clint (OPERA model output),ToxValDB (local SQLite),in vitro,618
Clint_pred,QSAR prediction for Clint (OPERA model output),ToxValDB (local SQLite),clinical,154
Clint_pred,QSAR prediction for Clint (OPERA model output),ToxValDB (local SQLite),occupational,75
Clint_pred,QSAR prediction for Clint (OPERA model output),ToxValDB (local SQLite),in vitro microbiological,35
Clint_pred,QSAR prediction for Clint (OPERA model output),ToxValDB (local SQLite),clinical (double blind),5
Clint_predRange,Numeric interval or uncertainty range paired with Clint_pred (OPERA),ToxValDB (local SQLite),in vitro,618
Clint_predRange,Numeric interval or uncertainty range paired with Clint_pred (OPERA),ToxValDB (local SQLite),clinical,154
Clint_predRange,Numeric interval or uncertainty range paired with Clint_pred (OPERA),ToxValDB (local SQLite),occupational,75
Clint_predRange,Numeric interval or uncertainty range paired with Clint_pred (OPERA),ToxValDB (local SQLite),in vitro microbiological,35
Clint_predRange,Numeric interval or uncertainty range paired with Clint_pred (OPERA),ToxValDB (local SQLite),clinical (double blind),5
CoMPARA_Ago_pred,QSAR prediction for CoMPARA_Ago (OPERA model output),ToxValDB (local SQLite),reproduction developmental,32156
CoMPARA_Ago_pred,QSAR prediction for CoMPARA_Ago (OPERA model output),ToxValDB (local SQLite),developmental,9676
CoMPARA_Ago_pred,QSAR prediction for CoMPARA_Ago (OPERA model output),ToxValDB (local SQLite),uterotrophic,771
CoMPARA_Ago_pred,QSAR prediction for CoMPARA_Ago (OPERA model output),ToxValDB (local SQLite),in vitro,618
CoMPARA_Ago_pred,QSAR prediction for CoMPARA_Ago (OPERA model output),ToxValDB (local SQLite),hershberger,526
CoMPARA_Ago_pred,QSAR prediction for CoMPARA_Ago (OPERA model output),ToxValDB (local SQLite),reproductive,194
CoMPARA_Ago_pred,QSAR prediction for CoMPARA_Ago (OPERA model output),ToxValDB (local SQLite),two generation reproductive toxicity,86
CoMPARA_Ago_pred,QSAR prediction for CoMPARA_Ago (OPERA model output),ToxValDB (local SQLite),one generation reproductive toxicity,73
CoMPARA_Ago_pred,QSAR prediction for CoMPARA_Ago (OPERA model output),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
CoMPARA_Ago_pred,QSAR prediction for CoMPARA_Ago (OPERA model output),ToxValDB (local SQLite),in vitro microbiological,35
CoMPARA_Ago_pred,QSAR prediction for CoMPARA_Ago (OPERA model output),ToxValDB (local SQLite),developmental toxicity,25
CoMPARA_Ago_pred,QSAR prediction for CoMPARA_Ago (OPERA model output),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
CoMPARA_Anta_pred,QSAR prediction for CoMPARA_Anta (OPERA model output),ToxValDB (local SQLite),reproduction developmental,32156
CoMPARA_Anta_pred,QSAR prediction for CoMPARA_Anta (OPERA model output),ToxValDB (local SQLite),developmental,9676
CoMPARA_Anta_pred,QSAR prediction for CoMPARA_Anta (OPERA model output),ToxValDB (local SQLite),uterotrophic,771
CoMPARA_Anta_pred,QSAR prediction for CoMPARA_Anta (OPERA model output),ToxValDB (local SQLite),in vitro,618
CoMPARA_Anta_pred,QSAR prediction for CoMPARA_Anta (OPERA model output),ToxValDB (local SQLite),hershberger,526
CoMPARA_Anta_pred,QSAR prediction for CoMPARA_Anta (OPERA model output),ToxValDB (local SQLite),reproductive,194
CoMPARA_Anta_pred,QSAR prediction for CoMPARA_Anta (OPERA model output),ToxValDB (local SQLite),two generation reproductive toxicity,86
CoMPARA_Anta_pred,QSAR prediction for CoMPARA_Anta (OPERA model output),ToxValDB (local SQLite),one generation reproductive toxicity,73
CoMPARA_Anta_pred,QSAR prediction for CoMPARA_Anta (OPERA model output),ToxValDB (local SQLite),screening for reproductive developmental toxicity,58
CoMPARA_Anta_pred,QSAR prediction for CoMPARA_Anta (OPERA model output),ToxValDB (local SQLite),in vitro microbiological,35
CoMPARA_Anta_pred,QSAR prediction for CoMPARA_Anta (OPERA model output),ToxValDB (local SQLite),developmental toxicity,25
CoMPARA_Anta_pred,QSAR prediction for CoMPARA_Anta (OPERA model output),ToxValDB (local SQLite),"subchronic, developmental reproductive",10
CoMPARA_Bind_pred,CoMPARA androgen receptor binding,ToxValDB (local SQLite),reproduction developmental,32156
CoMPARA_Bind_pred,CoMPARA androgen receptor binding,ToxValDB (local SQLite),developmental,9676
CoMPARA_Bind_pred,CoMPARA androgen receptor binding,ToxValDB (local SQLite),uterotrophic,771
CoMPARA_Bind_pred,CoMPARA androgen receptor binding,ToxValDB (local SQLite),in vitro,618
